Parent Category,Name,Display Name,Explaining Text,Supported On,Type,Label,Registry Key,Value Name,Possible Values
Security Intelligence Updates,SignatureUpdate_SignatureDisableNotification,Allow notifications to disable security intelligence based reports to Microsoft MAPS,This policy setting allows you to configure the antimalware service to receive notifications to disable individual security intelligence in response to reports it sends to Microsoft MAPS. Microsoft MAPS uses these notifications to disable security intelligence that are causing false positive reports. You must have configured your computer to join Microsoft MAPS for this functionality to work.    If you enable this setting or do not configure  the antimalware service will receive notifications to disable security intelligence.    If you disable this setting  the antimalware service will not receive notifications to disable security intelligence.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Signature Updates,SignatureDisableNotification,Policy value:   1 (Enabled)   0 (Disabled)
Security Intelligence Updates,SignatureUpdate_SignatureUpdateCatchupInterval,Define the number of days after which a catch-up security intelligence update is required,This policy setting allows you to define the number of days after which a catch-up security intelligence update will be required. By default  the value of this setting is 1 day.    If you enable this setting  a catch-up security intelligence update will occur after the specified number of days.    If you disable or do not configure this setting  a catch-up security intelligence update will be required after the default number of days.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Signature Updates,SignatureUpdateCatchupInterval,Policy value:
Security Intelligence Updates,SignatureUpdate_SignatureUpdateCatchupInterval,Define the number of days after which a catch-up security intelligence update is required,This policy setting allows you to define the number of days after which a catch-up security intelligence update will be required. By default  the value of this setting is 1 day.    If you enable this setting  a catch-up security intelligence update will occur after the specified number of days.    If you disable or do not configure this setting  a catch-up security intelligence update will be required after the default number of days.,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Define the number of days after which a catch-up security intelligence update is required,Software\Policies\Microsoft\Windows Defender\Signature Updates,SignatureUpdateCatchupInterval,Textbox values:    0 (minimum)   4294967295 (maximum)
Security Intelligence Updates,SignatureUpdate_SignatureUpdateInterval,Specify the interval to check for security intelligence updates,This policy setting allows you to specify an interval at which to check for security intelligence updates. The time value is represented as the number of hours between update checks. Valid values range from 1 (every hour) to 24 (once per day).    If you enable this setting  checks for security intelligence updates will occur at the interval specified.    If you disable or do not configure this setting  checks for security intelligence updates will occur at the default interval.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Signature Updates,SignatureUpdateInterval,Policy value:
Security Intelligence Updates,SignatureUpdate_SignatureUpdateInterval,Specify the interval to check for security intelligence updates,This policy setting allows you to specify an interval at which to check for security intelligence updates. The time value is represented as the number of hours between update checks. Valid values range from 1 (every hour) to 24 (once per day).    If you enable this setting  checks for security intelligence updates will occur at the interval specified.    If you disable or do not configure this setting  checks for security intelligence updates will occur at the default interval.,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Specify the interval to check for security intelligence updates,Software\Policies\Microsoft\Windows Defender\Signature Updates,SignatureUpdateInterval,Textbox values:    0 (minimum)   24 (maximum)
Security Intelligence Updates,SignatureUpdate_UpdateOnStartup,Check for the latest virus and spyware security intelligence on startup,This policy setting allows you to manage whether a check for new virus and spyware security intelligence will occur immediately after service startup.    If you enable this setting  a check for new security intelligence will occur after service startup.    If you disable this setting or do not configure this setting  a check for new security intelligence will not occur after service startup.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Signature Updates,UpdateOnStartUp,Policy value:   1 (Enabled)   0 (Disabled)
MAPS,DisableBlockAtFirstSeen,Configure the 'Block at First Sight' feature,This feature ensures the device checks in real time with the Microsoft Active Protection Service (MAPS) before allowing certain content to be run or accessed. If this feature is disabled  the check will not occur  which will lower the protection state of the device.    Enabled â€“ The Block at First Sight setting is turned on.    Disabled â€“ The Block at First Sight setting is turned off.        This feature requires these Group Policy settings to be set as follows:    MAPS -> The â€œJoin Microsoft MAPSâ€ must be enabled or the â€œBlock at First Sightâ€ feature will not function.    MAPS -> The â€œSend file samples when further analysis is requiredâ€ should be set to 1 (Send safe samples) or 3 (Send all samples). Setting to 0 (Always Prompt) will lower the protection state of the device.  Setting to 2 (Never send) means the â€œBlock at First Sightâ€ feature will not function.    Real-time Protection -> The â€œScan all downloaded files and attachmentsâ€ policy must be enabled or the â€œBlock at First Sightâ€ feature will not function.    Real-time Protection -> Do not enable the â€œTurn off real-time protectionâ€ policy or the â€œBlock at First Sightâ€ feature will not function.,At least Windows Server 2016  Windows 10,policy,,Software\Policies\Microsoft\Windows Defender\Spynet,DisableBlockAtFirstSeen,Policy value:   0 (Enabled)   1 (Disabled)
MAPS,Spynet_LocalSettingOverrideSpynetReporting,Configure local setting override for reporting to Microsoft MAPS,This policy setting configures a local override for the configuration to join Microsoft MAPS. This setting can only be set by Group Policy.    If you enable this setting  the local preference setting will take priority over Group Policy.    If you disable or do not configure this setting  Group Policy will take priority over the local preference setting.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Spynet,LocalSettingOverrideSpynetReporting,Policy value:   1 (Enabled)   0 (Disabled)
MAPS,SpynetReporting,Join Microsoft MAPS,This policy setting allows you to join Microsoft MAPS. Microsoft MAPS is the online community that helps you choose how to respond to potential threats. The community also helps stop the spread of new malicious software infections.    You can choose to send basic or additional information about detected software. Additional information helps Microsoft create new security intelligence and help it to protect your computer. This information can include things like location of detected items on your computer if harmful software was removed. The information will be automatically collected and sent. In some instances  personal information might unintentionally be sent to Microsoft. However  Microsoft will not use this information to identify you or contact you.    Possible options are:    (0x0) Disabled (default)    (0x1) Basic membership    (0x2) Advanced membership    Basic membership will send basic information to Microsoft about software that has been detected  including where the software came from  the actions that you apply or that are applied automatically  and whether the actions were successful.    Advanced membership  in addition to basic information  will send more information to Microsoft about malicious software  spyware  and potentially unwanted software  including the location of the software  file names  how the software operates  and how it has impacted your computer.    If you enable this setting  you will join Microsoft MAPS with the membership specified.    If you disable or do not configure this setting  you will not join Microsoft MAPS.      In Windows 10  Basic membership is no longer available  so setting the value to 1 or 2 enrolls the device into Advanced membership.,At least Windows Vista,policy,,Software\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting,Policy value:
MAPS,SpynetReporting,Join Microsoft MAPS,This policy setting allows you to join Microsoft MAPS. Microsoft MAPS is the online community that helps you choose how to respond to potential threats. The community also helps stop the spread of new malicious software infections.    You can choose to send basic or additional information about detected software. Additional information helps Microsoft create new security intelligence and help it to protect your computer. This information can include things like location of detected items on your computer if harmful software was removed. The information will be automatically collected and sent. In some instances  personal information might unintentionally be sent to Microsoft. However  Microsoft will not use this information to identify you or contact you.    Possible options are:    (0x0) Disabled (default)    (0x1) Basic membership    (0x2) Advanced membership    Basic membership will send basic information to Microsoft about software that has been detected  including where the software came from  the actions that you apply or that are applied automatically  and whether the actions were successful.    Advanced membership  in addition to basic information  will send more information to Microsoft about malicious software  spyware  and potentially unwanted software  including the location of the software  file names  how the software operates  and how it has impacted your computer.    If you enable this setting  you will join Microsoft MAPS with the membership specified.    If you disable or do not configure this setting  you will not join Microsoft MAPS.      In Windows 10  Basic membership is no longer available  so setting the value to 1 or 2 enrolls the device into Advanced membership.,At least Windows Vista,dropdownList,Join Microsoft MAPS,Software\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting (required),"List items:      ""0"" = ""Disabled""      ""1"" = ""Basic MAPS""      ""2"" = ""Advanced MAPS"""
MAPS,SubmitSamplesConsent,Send file samples when further analysis is required,This policy setting configures behaviour of samples submission when opt-in for MAPS telemetry is set.Possible options are:(0x0) Always prompt(0x1) Send safe samples automatically(0x2) Never send(0x3) Send all samples automatically    ,At least Windows Vista,policy,,Software\Policies\Microsoft\Windows Defender\Spynet,SubmitSamplesConsent,Policy value:
MAPS,SubmitSamplesConsent,Send file samples when further analysis is required,This policy setting configures behaviour of samples submission when opt-in for MAPS telemetry is set.Possible options are:(0x0) Always prompt(0x1) Send safe samples automatically(0x2) Never send(0x3) Send all samples automatically    ,At least Windows Vista,dropdownList,Send file samples when further analysis is required,Software\Policies\Microsoft\Windows Defender\Spynet,SubmitSamplesConsent (required),"List items:      ""0"" = ""Always prompt""      ""1"" = ""Send safe samples""      ""2"" = ""Never send""      ""3"" = ""Send all samples"""
Threats,Threats_ThreatIdDefaultAction,Specify threats upon which default action should not be taken when detected,This policy setting customize which remediation action will be taken for each listed Threat ID when it is detected during a scan. Threats should be added under the Options for this setting. Each entry must be listed as a name value pair. The name defines a valid Threat ID  while the value contains the action ID for the remediation action that should be taken.    Valid remediation action values are:    2 = Quarantine    3 = Remove    6 = Ignore,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Threats,Threats_ThreatIdDefaultAction,Policy value:
Threats,Threats_ThreatIdDefaultAction,Specify threats upon which default action should not be taken when detected,This policy setting customize which remediation action will be taken for each listed Threat ID when it is detected during a scan. Threats should be added under the Options for this setting. Each entry must be listed as a name value pair. The name defines a valid Threat ID  while the value contains the action ID for the remediation action that should be taken.    Valid remediation action values are:    2 = Quarantine    3 = Remove    6 = Ignore,At least Windows Server 2012  Windows 8 or Windows RT,listBox,Specify threats upon which default action should not be taken when detected,Software\Policies\Microsoft\Windows Defender\Threats\ThreatIdDefaultAction,(value list) (append),
Threats,Threats_ThreatSeverityDefaultAction,Specify threat alert levels at which default action should not be taken when detected,This policy setting allows you to customize which automatic remediation action will be taken for each threat alert level.Threat alert levels should be added under the Options for this setting. Each entry must be listed as a name value pair. The name defines a threat alert level. The value contains the action ID for the remediation action that should be taken.    Valid threat alert levels are:    1 = Low    2 =  Medium    4 = High    5 = Severe    Valid remediation action values are:    2 = Quarantine    3 = Remove    6 = Ignore,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Threats,Threats_ThreatSeverityDefaultAction,Policy value:
Threats,Threats_ThreatSeverityDefaultAction,Specify threat alert levels at which default action should not be taken when detected,This policy setting allows you to customize which automatic remediation action will be taken for each threat alert level.Threat alert levels should be added under the Options for this setting. Each entry must be listed as a name value pair. The name defines a threat alert level. The value contains the action ID for the remediation action that should be taken.    Valid threat alert levels are:    1 = Low    2 =  Medium    4 = High    5 = Severe    Valid remediation action values are:    2 = Quarantine    3 = Remove    6 = Ignore,At least Windows Server 2012  Windows 8 or Windows RT,listBox,Specify threat alert levels at which default action should not be taken when detected,Software\Policies\Microsoft\Windows Defender\Threats\ThreatSeverityDefaultAction,(value list) (append),
Client Interface,UX_Configuration_UILockdown,Enable headless UI mode,This policy setting allows you to configure whether or not to display AM UI to the users.If you enable this setting AM UI won't be available to users.    ,At least Windows Vista,policy,,Software\Policies\Microsoft\Windows Defender\UX Configuration,UILockdown,Policy value:   1 (Enabled)   0 (Disabled)
Client Interface,UX_Configuration_SuppressRebootNotification,Suppresses reboot notifications,      This policy setting allows user to supress reboot notifications in UI only mode (for cases where UI can't be in lockdown mode).      If you enable this setting AM UI won't show reboot notifications.    ,At least Windows Vista,policy,,Software\Policies\Microsoft\Windows Defender\UX Configuration,SuppressRebootNotification,Policy value:   1 (Enabled)   0 (Disabled)
Client Interface,UX_Configuration_Notification_Suppress,Suppress all notifications,Use this policy setting to specify if you want Microsoft Defender Antivirus notifications to display on clients.      If you disable or do not configure this setting  Microsoft Defender Antivirus notifications will display on clients.      If you enable this setting  Microsoft Defender Antivirus notifications will not display on clients.    ,At least Windows Server 2016  Windows 10,policy,,Software\Policies\Microsoft\Windows Defender\UX Configuration,Notification_Suppress,Policy value:   1 (Enabled)   0 (Disabled)
MpEngine,MpEngine_MpCloudBlockLevel,Select cloud protection level,"      This policy setting determines how aggressive Microsoft Defender Antivirus will be in blocking and scanning suspicious files.      If this setting is on  Microsoft Defender Antivirus will be more aggressive when identifying suspicious files to block and scan, otherwise  it will be less aggressive and therefore block and scan with less frequency.             For more information about specific values that are supported  see the Microsoft Defender Antivirus documentation site.      Note: This feature requires the ""Join Microsoft MAPS"" setting enabled in order to function.      Possible options are:      (0x0) Default Microsoft Defender Antivirus blocking level      (0x1) Moderate Microsoft Defender Antivirus blocking level  delivers verdict only for high confidence detections      (0x2) High blocking level - aggressively block unknowns while optimizing client performance (greater chance of false positives)      (0x4) High+ blocking level â€“ aggressively block unknowns and apply additional protection measures (may impact  client performance)      (0x6) Zero tolerance blocking level â€“ block all unknown executables    ",At least Windows Server 2016  Windows 10,policy,,Software\Policies\Microsoft\Windows Defender\MpEngine,MpCloudBlockLevel,Policy value:
MpEngine,MpEngine_MpCloudBlockLevel,Select cloud protection level,"      This policy setting determines how aggressive Microsoft Defender Antivirus will be in blocking and scanning suspicious files.      If this setting is on  Microsoft Defender Antivirus will be more aggressive when identifying suspicious files to block and scan, otherwise  it will be less aggressive and therefore block and scan with less frequency.             For more information about specific values that are supported  see the Microsoft Defender Antivirus documentation site.      Note: This feature requires the ""Join Microsoft MAPS"" setting enabled in order to function.      Possible options are:      (0x0) Default Microsoft Defender Antivirus blocking level      (0x1) Moderate Microsoft Defender Antivirus blocking level  delivers verdict only for high confidence detections      (0x2) High blocking level - aggressively block unknowns while optimizing client performance (greater chance of false positives)      (0x4) High+ blocking level â€“ aggressively block unknowns and apply additional protection measures (may impact  client performance)      (0x6) Zero tolerance blocking level â€“ block all unknown executables    ",At least Windows Server 2016  Windows 10,dropdownList,Select cloud blocking level,Software\Policies\Microsoft\Windows Defender\MpEngine,MpCloudBlockLevel (required),"List items:      ""0"" = ""Default blocking level""      ""1"" = ""Moderate blocking level""      ""2"" = ""High blocking level""      ""4"" = ""High+ blocking level""      ""6"" = ""Zero tolerance blocking level"""
MpEngine,MpEngine_MpBafsExtendedTimeout,Configure extended cloud check,"      This feature allows Microsoft Defender Antivirus to block a suspicious file for up to 60 seconds  and scan it in the cloud to make sure it's safe.            The typical cloud check timeout is 10 seconds. To enable the extended cloud check feature  specify the extended time in seconds  up to an additional 50 seconds.      For example  if the desired timeout is 60 seconds  specify 50 seconds in this setting  which will enable the extended cloud check feature  and will raise the total time to 60 seconds.      Note: This feature depends on three other MAPS settings - ""Configure the 'Block at First Sight' feature, ""Join Microsoft MAPS"", ""Send file samples when further analysis is required"" all need to be enabled.    ",At least Windows Server 2016  Windows 10,policy,,Software\Policies\Microsoft\Windows Defender\MpEngine,MpBafsExtendedTimeout,Policy value:
MpEngine,MpEngine_MpBafsExtendedTimeout,Configure extended cloud check,"      This feature allows Microsoft Defender Antivirus to block a suspicious file for up to 60 seconds  and scan it in the cloud to make sure it's safe.            The typical cloud check timeout is 10 seconds. To enable the extended cloud check feature  specify the extended time in seconds  up to an additional 50 seconds.      For example  if the desired timeout is 60 seconds  specify 50 seconds in this setting  which will enable the extended cloud check feature  and will raise the total time to 60 seconds.      Note: This feature depends on three other MAPS settings - ""Configure the 'Block at First Sight' feature, ""Join Microsoft MAPS"", ""Send file samples when further analysis is required"" all need to be enabled.    ",At least Windows Server 2016  Windows 10,decimalTextBox,Specify the extended cloud check time in seconds,Software\Policies\Microsoft\Windows Defender\MpEngine,MpBafsExtendedTimeout,Textbox values:    0 (minimum)   50 (maximum)
MpEngine,MpEngine_EnableFileHashComputation,Enable file hash computation feature,Enable or disable file hash computation feature.Enabled:When this feature is enabled Microsoft Defender will compute hash value for files it scans.Disabled:File hash value is not computedNot configured:Same as Disabled.    ,At least Windows Server 2016  Windows 10 Version 1909,policy,,Software\Policies\Microsoft\Windows Defender\MpEngine,EnableFileHashComputation,Policy value:   1 (Enabled)   0 (Disabled)
MpEngine,DisableGradualRelease,Disable gradual rollout of Microsoft Defender updates.,Enable this policy to disable gradual rollout of Defender updates.Current Channel (Broad): Devices set to this channel will be offered updates last during the gradual release cycle. Best for datacenter machines that only receive limited updates.Note: This setting applies to both monthly as well as daily Defender updates and will override any previously configured channel selections for platform and engine updates.If you disable or do not configure this policy  the device will remain in Current Channel (Default) unless specified otherwise in specific channels for platform and engine updates. Stay up to date automatically during the gradual release cycle. Suitable for most devices.,At least Windows Server 2016  Windows 10 Version 1607,policy,,Software\Policies\Microsoft\Windows Defender\MpEngine,DisableGradualRelease,Policy value:   1 (Enabled)   0 (Disabled)
Network Protection,ExploitGuard_EnableNetworkProtection,Prevent users and apps from accessing dangerous websites,    Enable or disable Microsoft Defender Exploit Guard network protection to prevent employees from using any application to access dangerous domains that may host phishing scams  exploit-hosting sites  and other malicious content on the Internet.    Enabled:    Specify the mode in the Options section:    -Block: Users and applications will not be able to access dangerous domains    -Audit Mode: Users and applications can connect to dangerous domains  however if this feature would have blocked access if it were set to Block  then a record of the event will be in the event logs.    Disabled:    Users and applications will not be blocked from connecting to dangerous domains.    Not configured:    Same as Disabled.    ,At least Windows Server 2016  Windows 10 Version 1709,policy,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection,Policy value:
Network Protection,ExploitGuard_EnableNetworkProtection,Prevent users and apps from accessing dangerous websites,    Enable or disable Microsoft Defender Exploit Guard network protection to prevent employees from using any application to access dangerous domains that may host phishing scams  exploit-hosting sites  and other malicious content on the Internet.    Enabled:    Specify the mode in the Options section:    -Block: Users and applications will not be able to access dangerous domains    -Audit Mode: Users and applications can connect to dangerous domains  however if this feature would have blocked access if it were set to Block  then a record of the event will be in the event logs.    Disabled:    Users and applications will not be blocked from connecting to dangerous domains.    Not configured:    Same as Disabled.    ,At least Windows Server 2016  Windows 10 Version 1709,dropdownList,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection (required),"List items:      ""0"" = ""Disable (Default)""      ""1"" = ""Block""      ""2"" = ""Audit Mode"""
Controlled Folder Access,ExploitGuard_ControlledFolderAccess_EnableControlledFolderAccess,Configure Controlled folder access,Enable or disable controlled folder access for untrusted applications. You can choose to block  audit  or allow attempts by untrusted apps to:- Modify or delete files in protected folders  such as the Documents folder- Write to disk sectorsYou can also choose to only block or audit writes to disk sectors while still allowing the modification or deletion of files in protected folders.Microsoft Defender Antivirus automatically determines which applications can be trusted. You can add additional trusted applications in the Configure allowed applications GP setting.Default system folders are automatically protected  but you can add folders in the Configure protected folders GP setting.Block:The following will be blocked:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these blocks under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1123.Disabled:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThese attempts will not be recorded in the Windows event log.Audit Mode:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these attempts under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1124.Block disk modification only:The following will be blocked:- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these attempts under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1123.The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected foldersThese attempts will not be recorded in the Windows event log.Audit disk modification only:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to write to disk sectors- Attempts by untrusted apps to modify or delete files in protected foldersOnly attempts to write to protected disk sectors will be recorded in the Windows event log (under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1124).Attempts to modify or delete files in protected folders will not be recorded.Not configured:Same as Disabled.    ,At least Windows Server 2016  Windows 10 Version 1709,policy,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access,EnableControlledFolderAccess,Policy value:
Controlled Folder Access,ExploitGuard_ControlledFolderAccess_EnableControlledFolderAccess,Configure Controlled folder access,Enable or disable controlled folder access for untrusted applications. You can choose to block  audit  or allow attempts by untrusted apps to:- Modify or delete files in protected folders  such as the Documents folder- Write to disk sectorsYou can also choose to only block or audit writes to disk sectors while still allowing the modification or deletion of files in protected folders.Microsoft Defender Antivirus automatically determines which applications can be trusted. You can add additional trusted applications in the Configure allowed applications GP setting.Default system folders are automatically protected  but you can add folders in the Configure protected folders GP setting.Block:The following will be blocked:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these blocks under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1123.Disabled:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThese attempts will not be recorded in the Windows event log.Audit Mode:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected folders- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these attempts under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1124.Block disk modification only:The following will be blocked:- Attempts by untrusted apps to write to disk sectorsThe Windows event log will record these attempts under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1123.The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to modify or delete files in protected foldersThese attempts will not be recorded in the Windows event log.Audit disk modification only:The following will not be blocked and will be allowed to run:- Attempts by untrusted apps to write to disk sectors- Attempts by untrusted apps to modify or delete files in protected foldersOnly attempts to write to protected disk sectors will be recorded in the Windows event log (under Applications and Services Logs > Microsoft > Windows > Windows Defender > Operational > ID 1124).Attempts to modify or delete files in protected folders will not be recorded.Not configured:Same as Disabled.    ,At least Windows Server 2016  Windows 10 Version 1709,dropdownList,Configure the guard my folders feature,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access,EnableControlledFolderAccess (required),"List items:      ""0"" = ""Disable (Default)""      ""1"" = ""Block""      ""2"" = ""Audit Mode""      ""3"" = ""Block disk modification only""      ""4"" = ""Audit disk modification only"""
Attack Surface Reduction,ExploitGuard_ASR_Rules,Configure Attack Surface Reduction rules,"    Set the state for each Attack Surface Reduction (ASR) rule.    After enabling this setting  you can set each rule to the following in the Options section:    - Block: the rule will be applied    - Audit Mode: if the rule would normally cause an event  then it will be recorded (although the rule will not actually be applied)    - Off: the rule will not be applied    - Not Configured: the rule is enabled with default values    - Warn: the rule will be applied and the end-user will have the option to bypass the block    Unless the ASR rule is disabled  a subsample of audit events are collected for ASR rules will the value of not configured.    Enabled:    Specify the state for each ASR rule under the Options section for this setting.    Enter each rule on a new line as a name-value pair:    - Name column: Enter a valid ASR rule ID    - Value column: Enter the status ID that relates to state you want to specify for the associated rule    The following status IDs are permitted under the value column:    - 1 (Block)    - 0 (Off)    - 2 (Audit)    - 5 (Not Configured)    - 6 (Warn)        Example:    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    0    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    1    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    2    Disabled:    No ASR rules will be configured.    Not configured:    Same as Disabled.    You can exclude folders or files in the """"Exclude files and paths from Attack Surface Reduction Rules"""" GP setting.    ",At least Windows Server 2016  Windows 10 Version 1709,policy,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,Policy value:
Attack Surface Reduction,ExploitGuard_ASR_Rules,Configure Attack Surface Reduction rules,"    Set the state for each Attack Surface Reduction (ASR) rule.    After enabling this setting  you can set each rule to the following in the Options section:    - Block: the rule will be applied    - Audit Mode: if the rule would normally cause an event  then it will be recorded (although the rule will not actually be applied)    - Off: the rule will not be applied    - Not Configured: the rule is enabled with default values    - Warn: the rule will be applied and the end-user will have the option to bypass the block    Unless the ASR rule is disabled  a subsample of audit events are collected for ASR rules will the value of not configured.    Enabled:    Specify the state for each ASR rule under the Options section for this setting.    Enter each rule on a new line as a name-value pair:    - Name column: Enter a valid ASR rule ID    - Value column: Enter the status ID that relates to state you want to specify for the associated rule    The following status IDs are permitted under the value column:    - 1 (Block)    - 0 (Off)    - 2 (Audit)    - 5 (Not Configured)    - 6 (Warn)        Example:    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    0    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    1    xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx    2    Disabled:    No ASR rules will be configured.    Not configured:    Same as Disabled.    You can exclude folders or files in the """"Exclude files and paths from Attack Surface Reduction Rules"""" GP setting.    ",At least Windows Server 2016  Windows 10 Version 1709,listBox,Set the state for each ASR rule:,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules,(value list) (append),
Attack Surface Reduction,ExploitGuard_ASR_ASROnlyExclusions,Exclude files and paths from Attack Surface Reduction Rules,"    Exclude files and paths from Attack Surface Reduction (ASR) rules.    Enabled:    Specify the folders or files and resources that should be excluded from ASR rules in the Options section.    Enter each rule on a new line as a name-value pair:    - Name column: Enter a folder path or a fully qualified resource name. For example  """"C:\Windows"""" will exclude all files in that directory. """"C:\Windows\App.exe"""" will exclude only that specific file in that specific folder    - Value column: Enter """"0"""" for each item    Disabled:    No exclusions will be applied to the ASR rules.    Not configured:    Same as Disabled.    You can configure ASR rules in the Configure Attack Surface Reduction rules GP setting.    ",At least Windows Server 2016  Windows 10 Version 1709,policy,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_ASROnlyExclusions,Policy value:
Attack Surface Reduction,ExploitGuard_ASR_ASROnlyExclusions,Exclude files and paths from Attack Surface Reduction Rules,"    Exclude files and paths from Attack Surface Reduction (ASR) rules.    Enabled:    Specify the folders or files and resources that should be excluded from ASR rules in the Options section.    Enter each rule on a new line as a name-value pair:    - Name column: Enter a folder path or a fully qualified resource name. For example  """"C:\Windows"""" will exclude all files in that directory. """"C:\Windows\App.exe"""" will exclude only that specific file in that specific folder    - Value column: Enter """"0"""" for each item    Disabled:    No exclusions will be applied to the ASR rules.    Not configured:    Same as Disabled.    You can configure ASR rules in the Configure Attack Surface Reduction rules GP setting.    ",At least Windows Server 2016  Windows 10 Version 1709,listBox,Exclusions from ASR rules:,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\ASROnlyExclusions,(value list) (append),
Attack Surface Reduction,ExploitGuard_ASR_ASROnlyPerRuleExclusions,Apply a list of exclusions to specific attack surface reduction (ASR) rules,"    This policy allows an administrator to specify a list of exclusions for specific ASR rules.    Each entry is a name-value pair. The key indicates the rule GUID  and the value is a set of full paths separated by the > character  indicating the exclusions for that particular ASR rule.    NOTE: The GUID is a KEY  not a value.    Example:    KEY: ""{75668C1F-73B5-4CF0-BB93-3ECF5DB7C484}""    VALUE: ""C:\Notepad.exe>c:\regedit.exe>C:\SomeFolder\test.exe""    ",At least Windows Server 2016  Windows 10 Version 1709,policy,,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_ASROnlyPerRuleExclusions,Policy value:
Attack Surface Reduction,ExploitGuard_ASR_ASROnlyPerRuleExclusions,Apply a list of exclusions to specific attack surface reduction (ASR) rules,"    This policy allows an administrator to specify a list of exclusions for specific ASR rules.    Each entry is a name-value pair. The key indicates the rule GUID  and the value is a set of full paths separated by the > character  indicating the exclusions for that particular ASR rule.    NOTE: The GUID is a KEY  not a value.    Example:    KEY: ""{75668C1F-73B5-4CF0-BB93-3ECF5DB7C484}""    VALUE: ""C:\Notepad.exe>c:\regedit.exe>C:\SomeFolder\test.exe""    ",At least Windows Server 2016  Windows 10 Version 1709,listBox,Exclusions for each ASR rules:,Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\ASROnlyPerRuleExclusions,(value list) (append),
